48.0065,38.3392,118.484,0,0.996169,0.908115,0.688463,NaN,0.645222,NaN,NaN,NaN,-0.113283,NaN,0.775674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.765776,NaN,NaN,NaN,-0.889937,NaN,NaN,NaN,-0.707655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.084095,NaN,NaN,0.526387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.859044,0.0661002,NaN,NaN,NaN,NaN,NaN,0.191112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.723978,NaN,NaN,NaN,NaN,-0.0801064,NaN,-0.582898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.898037,NaN,0.624395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.684347,NaN,1
20.338,47.2029,119.081,0.996169,0,0.605723,0.996421,0.807255,0.620376,NaN,NaN,-0.500396,NaN,NaN,NaN,NaN,NaN,-0.469612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0443479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.901091,NaN,-0.438451,NaN,-0.239348,NaN,NaN,-0.211431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.309515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.879297,NaN,NaN,NaN,NaN,0.110471,NaN,0.236581,0.797918,NaN,NaN,NaN,4
90.4466,75.9754,119.861,0.908115,0.605723,0,0.924915,NaN,NaN,NaN,0.599372,NaN,-0.658477,NaN,0.58975,NaN,NaN,NaN,NaN,NaN,-0.482568,NaN,NaN,-0.801033,NaN,0.802973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.318093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.657977,NaN,0.344093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.119598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.567269,NaN,NaN,NaN,NaN,NaN,NaN,0.0787717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.125162,NaN,NaN,NaN,0.330743,NaN,NaN,NaN,NaN,-0.888126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
105.658,45.6782,118.375,0.688463,0.996421,0.924915,0,0.950811,0.768553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.347591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.226181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.103388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0992191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.677425,NaN,NaN,NaN,NaN,-0.607268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46581,NaN,-0.901255,NaN,NaN,NaN,NaN,NaN,-0.526275,NaN,NaN,NaN,NaN,8
90.8789,79.5206,118.53,NaN,0.807255,NaN,0.950811,0,0.630972,NaN,NaN,NaN,NaN,0.514446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.204144,NaN,NaN,NaN,NaN,0.275781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.595061,NaN,NaN,NaN,NaN,-0.870227,0.888093,NaN,NaN,0.110001,NaN,NaN,NaN,0.182159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.208291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0678786,NaN,NaN,NaN,0.264604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.115098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.571405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9
56.0383,91.02,117.364,0.645222,0.620376,NaN,0.768553,0.630972,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.236254,NaN,NaN,NaN,NaN,NaN,-0.425564,0.940566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.832035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.946766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0119394,NaN,NaN,NaN,NaN,NaN,NaN,0.172068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.508681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.313056,NaN,NaN,10
53.4271,17.8123,178.01,NaN,NaN,NaN,NaN,NaN,NaN,0,0.952069,0.752093,0.726261,NaN,0.969653,NaN,0.719823,0.892237,0.81409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.245733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.738352,NaN,NaN,NaN,NaN,-0.337496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.569458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.546999,NaN,NaN,NaN,NaN,NaN,NaN,-0.953611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
64.9229,48.4339,177.376,NaN,NaN,0.599372,NaN,NaN,NaN,0.952069,0,0.913188,0.993601,0.655829,0.424213,0.772431,0.795822,0.949675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.436513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.312449,NaN,NaN,NaN,NaN,NaN,-0.300624,NaN,NaN,NaN,-0.654294,NaN,NaN,NaN,-0.854737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.184251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.651716,NaN,NaN,NaN,NaN,12
64.3331,90.7523,176.482,NaN,-0.500396,NaN,NaN,NaN,NaN,0.752093,0.913188,0,0.988794,0.767083,0.892781,0.732971,0.51554,0.911853,0.599591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.300915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00376328,NaN,NaN,0.317822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.188783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.878689,NaN,NaN,NaN,0.0803398,NaN,NaN,NaN,NaN,NaN,0.9466,0.0557852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.170348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.341638,NaN,NaN,NaN,-0.117123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
105.815,34.4822,179.358,-0.113283,NaN,-0.658477,NaN,NaN,NaN,0.726261,0.993601,0.988794,0,0.683393,0.729886,NaN,0.349469,0.964218,0.754749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.829841,NaN,NaN,-0.359212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.338846,NaN,NaN,NaN,NaN,NaN,NaN,-0.506111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.552497,NaN,NaN,NaN,-0.90755,NaN,NaN,-0.855559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.576921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.479582,NaN,NaN,NaN,NaN,NaN,0.60781,NaN,NaN,NaN,0.240375,NaN,NaN,NaN,NaN,-0.256744,NaN,0.935319,NaN,NaN,14
