peakID, mass, rt, intensity
2, 86.988535, 199.98, 42723.0
3, 86.991016, 240.0, 6225.0
4, 80.035817, 199.98, 7320.0
5, 83.012992, 199.98, 5350.0
6, 83.00646, 235.98, 2714.0
7, 90.904784, 114.0, 395.0
8, 83.050735, 174.0, 7199.0
9, 80.531214, 234.0, 217.0
10, 89.936153, 154.02, 1315.0
11, 82.013414, 199.98, 26280.0
12, 124.088807, 82.02, 951.0
13, 84.833976, 198.0, 726.0
14, 87.523744, 199.98, 267.0
15, 80.534398, 199.98, 1307.0
16, 99.962018, 136.02, 1535.0
17, 83.524007, 199.98, 1160.0
18, 88.947773, 199.98, 10270.0
19, 128.960517, 127.98, 902.0
20, 112.07918, 174.0, 360.0
21, 96.079873, 150.0, 699.0
22, 137.095318, 36.0, 1287.0
23, 142.122532, 126.0, 316.0
24, 137.09476, 79.98, 2073.0
25, 118.086198, 43.98, 215.0
26, 85.957867, 198.0, 3816.0
27, 150.981676, 34.02, 131.0
28, 96.95927, 174.0, 464.0
29, 81.029692, 235.98, 912.0
30, 214.204101, 12.0, 94.0
31, 87.993825, 199.98, 7487.0
32, 188.994764, 40.02, 578.0
33, 233.976179, 6.0, 252.0
34, 84.012572, 196.02, 3125.0
35, 237.20078, 4.02, 515.0
36, 186.97207, 18.0, 473.0
37, 103.996655, 184.02, 267.0
38, 225.080932, 13.98, 954.0
39, 135.111218, 130.02, 2311.0
40, 84.044207, 210.0, 14649.0
41, 102.967861, 96.0, 3078.0
42, 164.063224, 64.02, 1122.0
43, 85.031488, 240.0, 2246.0
44, 152.989325, 72.0, 121.0
45, 132.086178, 124.02, 190.0
46, 224.064148, 16.02, 185.0
47, 154.114102, 126.0, 238.0
48, 80.045802, 280.02, 4021.0
49, 188.882716, 30.0, 95.0
50, 97.990106, 196.02, 2439.0
51, 96.040791, 199.98, 565.0
52, 172.858924, 132.0, 1861.0
53, 202.131182, 31.98, 272.0
54, 143.985747, 85.98, 367.0
55, 233.153004, 25.98, 304.0
56, 235.966336, 40.02, 427.0
57, 141.104156, 64.02, 376.0
58, 233.996804, 28.02, 262.0
59, 142.985386, 108.0, 139.0
60, 253.189253, 34.02, 196.0
61, 137.090202, 148.02, 1543.0
62, 205.225306, 48.0, 495.0
63, 105.535116, 202.02, 836.0
64, 106.997973, 196.02, 2414.0
65, 83.045956, 271.98, 5077.0
66, 172.955731, 67.98, 181.0
67, 84.078716, 234.0, 41483.0
68, 84.079425, 280.02, 24163.0
69, 91.533027, 199.98, 172.0
70, 90.012479, 205.98, 370.0
71, 236.954673, 54.0, 527.0
72, 78.032886, 280.02, 266.0
73, 351.90267, 16.02, 219.0
74, 270.912434, 31.98, 173.0
75, 88.510522, 204.0, 435.0
76, 316.930296, 28.02, 150.0
77, 159.968631, 166.02, 1595.0
78, 446.832582, 7.98, 100.0
79, 102.96892, 199.98, 20145.0
80, 102.968617, 238.02, 5083.0
81, 273.215375, 61.98, 179.0
82, 185.934928, 154.02, 2433.0
83, 397.787754, 30.0, 1444.0
84, 112.008849, 199.98, 3518.0
85, 233.97599, 76.02, 348.0
86, 365.878512, 30.0, 273.0
87, 121.031503, 190.02, 1738.0
88, 355.842157, 30.0, 169.0
89, 208.150261, 126.0, 118.0
90, 121.106839, 172.02, 2014.0
91, 145.10333, 174.0, 1876.0
92, 160.976853, 148.02, 703.0
93, 216.964195, 120.0, 197.0
94, 233.161722, 82.02, 417.0
95, 167.920727, 148.02, 303.0
96, 429.732724, 22.02, 131.0
97, 200.199632, 100.02, 257.0
98, 353.361954, 48.0, 269.0
99, 157.106679, 172.02, 3234.0
100, 224.889736, 121.98, 615.0
101, 180.883924, 115.98, 342.0
102, 91.012664, 234.0, 1214.0
103, 96.016639, 235.98, 985.0
104, 168.121589, 154.02, 267.0
105, 413.813535, 28.02, 199.0
106, 375.81272, 48.0, 167.0
