peakID, mass, rt, intensity
2, 92.057018, 160.02, 1281.0
3, 77.03772, 54.0, 840.0
4, 96.086441, 49.98, 572.0
5, 83.014537, 192.0, 6011.0
6, 83.008379, 228.0, 2962.0
7, 82.015682, 192.0, 28375.0
8, 82.015265, 229.98, 7447.0
9, 88.951313, 190.02, 11807.0
10, 131.999556, 18.0, 234.0
11, 164.964963, 6.0, 1629.0
12, 80.536291, 192.0, 1382.0
13, 81.033302, 198.0, 1368.0
14, 84.832912, 192.0, 597.0
15, 122.061652, 181.98, 1535.0
16, 156.955183, 19.98, 891.0
17, 99.972066, 61.98, 189.0
18, 84.012077, 187.98, 3420.0
19, 166.080417, 40.02, 407.0
20, 86.990567, 192.0, 50789.0
21, 86.993121, 232.02, 7806.0
22, 127.08143, 144.0, 1347.0
23, 126.100971, 48.0, 139.0
24, 88.089359, 258.0, 1020.0
25, 252.178017, 10.02, 416.0
26, 114.965491, 58.02, 148.0
27, 80.03716, 192.0, 8350.0
28, 81.031359, 226.02, 1208.0
29, 177.171093, 24.0, 1107.0
30, 87.995329, 190.02, 8203.0
31, 100.027495, 192.0, 24402.0
32, 100.026838, 229.98, 6954.0
33, 185.972521, 43.98, 434.0
34, 255.229637, 16.02, 865.0
35, 164.090002, 124.02, 958.0
36, 200.193368, 22.02, 307.0
37, 83.52419, 192.0, 990.0
38, 187.119221, 28.02, 741.0
39, 191.184336, 12.0, 699.0
40, 159.002975, 64.02, 331.0
41, 84.045775, 202.02, 17002.0
42, 214.096136, 37.98, 511.0
43, 83.050362, 264.0, 6476.0
44, 83.519063, 229.98, 279.0
45, 108.087116, 148.02, 1343.0
46, 103.08272, 108.0, 269.0
47, 103.996208, 162.0, 657.0
48, 269.279504, 18.0, 241.0
49, 192.142848, 48.0, 136.0
50, 178.113799, 67.98, 1179.0
51, 137.097624, 96.0, 1231.0
52, 134.1079, 88.02, 803.0
53, 85.960771, 190.02, 4415.0
54, 227.255471, 34.02, 548.0
55, 105.006658, 192.0, 19539.0
56, 87.044893, 258.0, 4388.0
57, 202.980546, 46.02, 238.0
58, 337.257575, 25.98, 280.0
59, 200.210809, 70.02, 478.0
60, 182.12459, 70.02, 470.0
61, 134.09953, 151.98, 181.0
62, 361.868573, 24.0, 229.0
63, 300.926472, 30.0, 237.0
64, 360.385468, 24.0, 167.0
65, 197.108891, 79.98, 1691.0
66, 181.09267, 126.0, 2586.0
67, 96.047548, 186.0, 506.0
68, 110.011786, 192.0, 20694.0
69, 110.014517, 229.98, 5794.0
70, 247.244965, 64.02, 450.0
71, 91.532381, 192.0, 140.0
72, 205.229808, 72.0, 389.0
73, 92.526028, 192.0, 828.0
74, 85.970268, 238.02, 813.0
75, 185.97857, 79.98, 336.0
76, 96.992788, 190.02, 3812.0
77, 112.009687, 192.0, 3740.0
78, 176.010573, 78.0, 746.0
79, 330.878154, 52.02, 294.0
80, 142.121945, 151.98, 1007.0
81, 225.196277, 91.98, 634.0
82, 101.953164, 210.0, 26622.0
83, 101.95088, 247.98, 4121.0
84, 182.123956, 133.98, 325.0
85, 204.131391, 90.0, 402.0
86, 189.020574, 96.0, 201.0
87, 80.049834, 270.0, 4405.0
88, 369.879696, 60.0, 483.0
89, 146.066244, 163.98, 1472.0
90, 113.975557, 184.02, 1847.0
91, 116.022232, 184.02, 621.0
92, 116.994083, 228.0, 5660.0
93, 116.99056, 198.0, 4568.0
94, 222.195742, 124.02, 116.0
95, 163.03059, 192.0, 15792.0
96, 153.969779, 169.98, 1047.0
97, 197.118855, 133.98, 1879.0
98, 128.02407, 192.0, 28636.0
99, 128.025604, 228.0, 10127.0
100, 92.012164, 228.0, 1700.0
101, 120.039916, 190.02, 1163.0
102, 123.024349, 193.98, 3412.0
103, 232.914963, 91.98, 322.0
104, 84.080788, 226.02, 48079.0
105, 84.080891, 271.98, 28660.0
106, 139.000368, 180.0, 101.0
107, 118.043242, 190.02, 5499.0
108, 164.98072, 180.0, 4280.0
109, 106.009834, 192.0, 2895.0
110, 97.10995, 187.98, 466.0
111, 93.021985, 226.02, 1217.0
112, 127.010551, 192.0, 1755.0
113, 92.948036, 192.0, 662.0
114, 86.510143, 226.02, 123.0
115, 181.112647, 157.98, 3873.0
116, 144.003822, 193.98, 2661.0
117, 111.017365, 190.02, 3118.0
118, 79.060624, 256.02, 6452.0
119, 182.986293, 184.02, 8329.0
120, 97.992588, 187.98, 1884.0
121, 95.010504, 226.02, 1838.0
122, 255.228721, 130.02, 418.0
123, 187.122051, 160.02, 949.0
124, 213.942449, 145.98, 625.0
125, 185.979664, 163.98, 231.0
126, 129.018207, 193.98, 8212.0
127, 101.017838, 193.98, 10253.0
128, 101.010664, 228.0, 7047.0
129, 107.002269, 187.98, 2969.0
130, 164.102336, 178.02, 337.0
131, 164.493056, 178.02, 272.0
132, 114.896078, 208.02, 2605.0
133, 120.985841, 193.98, 2198.0
134, 92.053604, 252.0, 1813.0
135, 163.987263, 178.02, 1365.0
136, 115.025995, 226.02, 2839.0
137, 157.491922, 178.02, 302.0
138, 121.038679, 228.0, 2622.0
139, 125.986541, 193.98, 1908.0
140, 506.899485, 94.02, 173.0
141, 171.984591, 175.98, 541.0
142, 177.082201, 166.02, 839.0
143, 92.52745, 228.0, 526.0
144, 206.10494, 175.98, 696.0
145, 160.049623, 190.02, 1826.0
146, 112.548431, 192.0, 156.0
147, 188.144661, 178.02, 898.0
148, 114.958394, 196.02, 1639.0
149, 189.13565, 168.0, 2386.0
150, 116.477917, 196.02, 252.0
151, 165.486378, 178.02, 118.0
152, 165.971586, 178.02, 654.0
153, 237.208984, 145.98, 795.0
154, 338.90112, 133.98, 142.0
155, 229.091181, 190.02, 3071.0
156, 112.898481, 208.02, 5507.0
157, 361.876243, 126.0, 131.0
158, 232.938553, 187.98, 13445.0
159, 191.041795, 226.02, 56183.0
160, 191.041426, 196.02, 27981.0
161, 159.008101, 226.02, 18726.0
162, 115.973559, 196.02, 2574.0
163, 166.489791, 178.02, 541.0
164, 97.028337, 226.02, 8673.0
165, 269.943668, 178.02, 1929.0
166, 138.013249, 193.98, 1955.0
167, 147.03717, 190.02, 4467.0
168, 102.063257, 234.0, 747.0
169, 235.974534, 190.02, 3308.0
170, 245.195292, 166.02, 355.0
171, 167.986574, 178.02, 292.0
172, 160.585147, 192.0, 394.0
173, 119.024725, 226.02, 10008.0
174, 119.02299, 198.0, 6399.0
175, 146.035066, 192.0, 7206.0
176, 146.035917, 228.0, 5112.0
177, 175.503251, 178.02, 356.0
178, 464.882108, 190.02, 2239.0
179, 183.974672, 181.98, 2162.0
180, 133.988275, 196.02, 5241.0
181, 329.005384, 156.0, 2434.0
182, 218.114828, 178.02, 2133.0
183, 166.068, 192.0, 1821.0
184, 251.950637, 186.0, 1745.0
185, 131.013219, 226.02, 8013.0
186, 131.022107, 193.98, 5835.0
187, 236.961089, 187.98, 3170.0
188, 109.026383, 226.02, 1388.0
189, 177.019213, 226.02, 21676.0
