peakID, mass, rt, intensity
0, 94.01518586966881, 770.4529563472786, 17567.63400298129
1, 102.52434193234863, 767.4416951780489, 18930.873255097096
2, 114.51419626835815, 769.587142308674, 19568.75512446365
3, 135.541464917352, 769.0964821664371, 2204.3114709069814
4, 187.0057341553182, 768.467094548077, 18943.393931363782
5, 204.05089511291754, 769.9596301097407, 18572.48321914597
6, 208.9893782162939, 770.0243344057022, 18880.83489453713
7, 219.04839108443184, 768.9178737934639, 19480.576862713096
8, 228.04849383546275, 769.3748587880199, 19467.37883437655
9, 250.02263850555087, 770.4790858684623, 18427.6519719454
10, 269.07032094320243, 768.3892531559654, 18967.636562071828
11, 270.05896621830146, 772.3530506758767, 438.8191307552994
12, 372.966308687365, 769.9678573984289, 19452.583323386905
13, 373.9953879512686, 768.702506987069, 1234.2351300438334
14, 394.96492180322434, 768.3447551470143, 18303.957038590725
15, 395.9788529678701, 767.9068078670256, 1251.6046115768984
16, 415.01410221443666, 769.3525418725715, 480.4824600417536
17, 81.5750832928971, 1138.186472608097, 11452.04556219765
18, 90.07551247236874, 1139.883388622894, 12302.461745626068
19, 102.08319365057575, 1141.2449399422899, 12253.531564802277
20, 102.56801256935657, 1139.014535600548, 1337.3594207758508
21, 122.58154018855865, 1137.659716336012, 11186.589159628267
22, 123.07506573104365, 1137.4845568919689, 3450.3019807176297
23, 162.14318850105715, 1138.7492914606446, 10709.687180331657
24, 179.1465248117582, 1141.0388142163513, 12702.384955805053
25, 184.0939876285208, 1135.9267309003646, 12116.972300506111
26, 194.14628194195254, 1139.5109167794396, 13017.674037272478
27, 195.14771596270174, 1140.3419667247158, 169.65935885862075
28, 203.162799849551, 1138.9271319389686, 11191.592174108946
29, 225.12653894313527, 1136.549020927326, 9950.992361433971
30, 226.13911224101588, 1139.5645578071494, 690.4925005188661
31, 323.2127302751106, 1134.9700120321688, 11357.597158017166
32, 324.2471028716968, 1139.3637020097517, 2658.544475574165
33, 345.185505083585, 1142.1371779740755, 10440.57311860945
34, 365.2394251949811, 1137.4204742746854, 221.06428954868807
35, 254.5259767839007, 998.5690684910064, 286366.50410144124
36, 255.50240904320646, 999.0063522196468, 10437.914074943676
37, 255.00544070965987, 1006.1504259353509, 3625.948226846118
38, 254.99595289813584, 1006.463135293839, 4501.088618981847
39, 255.50595552258957, 1006.6402695972856, 1092.693635419104
40, 263.0223624218343, 1006.1751526930033, 285376.9662588392
41, 264.01100645203604, 1004.8852923262839, 8565.683974811733
42, 263.50045464680005, 1006.9207680363612, 2886.513510480485
43, 263.5416081814847, 1008.0654172248879, 6852.153916101031
44, 264.01935635137636, 1004.0936746343498, 349.3961020563536
45, 275.02773346206095, 1008.0456365109158, 278628.80716402427
46, 276.0021060769078, 1006.6873598731896, 9035.842757667957
47, 275.51869368585216, 1007.4327817331865, 643.177164194821
48, 275.52088646071303, 1009.6725812516061, 7651.497173535445
49, 276.0361298801427, 1006.9648965816223, 2076.7599179897366
50, 275.50917320160534, 1007.0539929479571, 37121.33229215785
51, 295.5438424966565, 1006.3496454320065, 272446.1801749386
52, 296.52926752742536, 1009.3526210722649, 7344.556943318451
53, 296.5394217313144, 1003.6908288253057, 109.07534923015282
54, 296.04409491116854, 1004.4952007354328, 42683.105730550546
55, 296.00320717651266, 1006.6066967832006, 7951.961821231252
56, 297.0322770483352, 1005.3957665365589, 806.343698327548
57, 507.99972150335043, 1007.5118189786214, 285677.2538070303
58, 510.0368703132892, 1009.4305071971366, 7679.601379866582
59, 509.0261902500915, 1008.814968598374, 1271.4494262086455
60, 508.9970880018113, 1008.0471570063087, 3497.4197837750044
61, 509.01064979233854, 1007.8867777419464, 30633.78741326594
62, 525.0537640525873, 1003.9027416661313, 283173.58429455635
63, 527.0242769519791, 1008.1230877124531, 6105.520186772388
64, 526.0282182321595, 1003.475341956851, 5202.48235704111
65, 526.0306540709089, 1007.9658579762055, 30151.85608753435
66, 529.9995490285917, 1006.5814507322148, 287110.0028139555
67, 531.0123417412825, 1002.7240742396484, 2649.462884858153
68, 530.9874734082772, 1004.7052717183626, 4817.576049499507
69, 530.988455108632, 1008.550957248203, 31369.610670943322
70, 540.0581705511468, 1005.9024461422283, 281264.80305602617
71, 542.0081494192681, 1003.5350180150274, 8054.556809481586
72, 541.0394396863867, 1006.7997553955822, 2300.290493392031
73, 541.013942534881, 1010.1019695319762, 4810.285952419839
74, 542.0468837444419, 1008.3502897148301, 1127.3470335324992
75, 541.0573073487411, 1008.9792890298231, 33031.14875069449
76, 549.043468605775, 1007.375775433933, 276394.1733618735
77, 551.0449249802111, 1004.5831871499395, 6224.260465029067
78, 550.0261540092583, 1005.9005327664338, 1525.8822200717784
79, 550.0256462437568, 1005.7308671641425, 6176.559242546596
80, 551.0249083029779, 1007.3573262525593, 2581.3753862103085
81, 550.0406213757375, 1003.3398884692698, 35506.28874999008
82, 571.0043265273032, 1006.403193086579, 279009.47652245406
83, 573.0184034834688, 1002.6530186294341, 8404.759513337125
84, 572.037109784549, 1008.7991368060589, 1003.8875796935338
85, 572.030399645054, 1008.5832791644452, 5180.218607416783
86, 573.0037860287161, 1007.2321124598413, 2927.7021383623423
87, 571.9989659359596, 1005.7210889904353, 37368.994063452104
88, 590.0668488277291, 1006.1182647192057, 273045.82641175995
89, 592.0431983153312, 1006.3923534326893, 8778.147482472657
90, 591.0612383067269, 1003.3345224680614, 1587.6848370537696
91, 592.0698851607963, 1005.3143635638907, 326.43608333759187
92, 591.0476014482892, 1006.9981621039765, 8513.473490874048
93, 592.0813193178445, 1007.9087803532163, 3276.9094769402923
94, 1015.0115341622745, 1004.5605713636804, 243304.09563888228
95, 1017.0094846702777, 1008.6305679084055, 14058.192063409897
96, 1016.0327540936344, 1008.6625134162982, 107.65132180869705
97, 1016.960332371607, 1005.1758058572257, 2539.3875979390714
98, 1018.0139273292488, 1002.7079587890246, 2117.814588560224
99, 1015.9863967184398, 1006.2770611667803, 9369.604696330496
100, 1016.0059098688588, 1007.3450944918288, 51718.952497666374
101, 1036.960313591608, 1005.8740037209818, 243127.32806909102
102, 1037.9303886903338, 1003.4233656036611, 1599.5315585723115
103, 1038.9855747611355, 1005.1508011457273, 1854.8130137993423
104, 1040.0025077927603, 1007.8830940647631, 3332.6305313117555
105, 1037.969014536632, 1005.5078355570677, 9648.567336910533
106, 1038.9965194628305, 1005.1651169839502, 3445.104363396831
107, 1037.956568329993, 1006.5195845922875, 53153.06659278405
108, 1056.0379768202308, 1003.9825795713011, 236815.15419018533
109, 1058.0511665941278, 1005.4353776779808, 12256.861943176229
110, 1057.0493492484295, 1004.6516018560468, 1857.8409551500608
111, 1058.0473282424387, 1006.6112652609191, 1276.4705333390443
112, 1059.0271402858825, 1007.2367725336524, 4207.1669915121765
113, 1057.005566656385, 1003.6453617887106, 9221.648833644333
114, 1058.0232731331553, 1004.4457173650403, 7696.423538412582
115, 1057.0435335194234, 1004.357366833073, 57482.07469896353
116, 166.51476251599235, 1116.5570967542262, 10279.365587539094
117, 167.04032189020157, 1110.4672098928002, 1380.0363431386784
118, 175.0198222081327, 1112.999620833588, 11418.23094930641
119, 175.56997887936944, 1109.4116171827989, 2185.610333562652
120, 187.06084849187988, 1114.3026211068484, 10331.274647527012
121, 187.538603508466, 1109.293387662772, 339.4189886602395
122, 208.06567718408394, 1107.057243838859, 1257.1229481871537
123, 332.0805267284008, 1114.1336081812344, 9349.872700811913
124, 333.0846357480001, 1111.9506895225559, 1005.5397060838209
125, 349.1087006934422, 1110.2403211148126, 10206.877267560521
126, 354.0711446981468, 1115.2422814454567, 9209.025193114609
127, 364.1061769490374, 1116.8051058483834, 10701.047924708932
128, 373.1141864164123, 1107.5875025632179, 8296.827353208357
129, 374.07877077477207, 1106.5532117644357, 1784.0464735659953
130, 395.08814753987366, 1109.0328019749932, 8668.480574835574
131, 396.0800942304281, 1112.3314976631502, 1934.9846478691447
132, 415.1409497030295, 1109.5410263692777, 1513.5320616612528
133, 663.1448089276284, 1110.1364359616946, 7736.48414807308
134, 664.1431559686536, 1114.3459527828516, 2017.8242903190612
135, 685.1194251528831, 1113.1849808859965, 9687.959473100396
136, 704.180876466848, 1109.090600413439, 9265.893957730354
137, 705.1635561315591, 1107.6484159297013, 1585.0563910677815
138, 66.54484435268957, 558.9137294720747, 58249.2541958596
139, 67.06178131527145, 556.3260095263395, 3724.183097002137
140, 75.06538047706077, 562.829569674705, 56580.193221672766
141, 75.57618300286939, 560.3995487654043, 3914.4974202833073
142, 87.10382518328099, 556.9630556115719, 55326.92684867804
143, 87.56695491458875, 557.8614320292684, 5122.661782353671
144, 107.59905655507683, 558.3545700930963, 53316.08849412592
145, 108.08041644833634, 556.453388302464, 7922.943888666257
146, 132.1087083040972, 557.0437828872306, 55272.06478357925
147, 133.09648692906563, 557.373650447587, 2902.2531334465943
148, 149.1412806219008, 555.3413178143763, 53809.371101028824
149, 150.13487535966826, 557.811111024267, 3464.14890636856
150, 154.09021518043292, 555.6968790653092, 58883.3521857134
151, 164.1237182775398, 556.1742974638763, 56708.62237433784
152, 165.12097885066314, 561.1304988663546, 4512.3816049577945
153, 174.12552165353068, 562.178995129857, 5359.825914492937
154, 195.08187819500966, 557.0790520318945, 54495.94641683988
155, 196.13097885192502, 559.8401339251396, 5371.885927610636
156, 214.14759659794893, 560.311992269304, 54004.09362522344
157, 215.1439068084821, 555.8829764162454, 6840.247544325708
158, 285.18235742692644, 557.4854228519979, 52401.81741994075
159, 286.18349495185834, 558.3559242560208, 8531.041951001605
160, 304.2093418589911, 557.5249940209334, 50932.19107992753
161, 305.2378034847789, 560.3442525943643, 6549.533082118335
162, 393.57925344939446, 748.5304496319669, 28218.698089413672
163, 394.09853112736107, 750.9458014702602, 1101.7663918737783
164, 394.6387412492568, 750.5053601801842, 2676.7556062910503
165, 402.1050771891364, 746.3265389968129, 28468.835298800732
166, 402.60855221228076, 746.6669361507152, 7852.174550456406
167, 402.616772754041, 748.4468516290555, 1781.7591605693867
168, 403.1048980019215, 747.1732597898067, 2029.7354370291023
169, 414.0947451150311, 749.6015127204431, 27328.13544618796
170, 414.62283094614844, 746.2282613733386, 8940.774805563753
171, 414.58294224473207, 749.4903629790675, 1528.79344657835
172, 415.0909267650602, 749.8772948002119, 1147.7297826159313
173, 434.6288658038359, 747.6425760631608, 27943.211590835643
174, 435.1246479638554, 749.1547813943295, 9851.539502328738
175, 435.10315010582354, 747.4504453997351, 2486.7206183163876
176, 786.1926101653005, 746.8235148754945, 31582.853827718314
177, 788.169462119914, 745.19580720465, 1942.0543731727412
178, 803.1929819476103, 748.8049548611303, 29906.292829631853
179, 804.1730938006448, 745.6843083318527, 8803.070833230424
180, 804.1663239694715, 749.3868491306891, 724.2822891178438
181, 805.1927221787129, 750.7075967982845, 3050.6968417147946
182, 808.124276963826, 747.6340494397392, 30083.617090061874
183, 809.1420840377906, 747.6977242629143, 7285.255102269136
184, 809.14836354345, 747.6507990571872, 1923.895913793262
185, 810.1470946117381, 748.7222908052684, 266.6220200629506
186, 818.1949164260575, 748.873865747361, 30463.292489059713
187, 819.1869737909981, 748.0935536584619, 7913.323309838342
188, 820.174147744494, 748.4897226272011, 1799.140461928655
189, 827.1772919880107, 747.1022634045434, 29328.128805454147
190, 828.2090721368853, 746.379712961735, 10030.919729143116
191, 828.1632292096663, 748.5360705483881, 317.22569629828934
192, 829.1994680827246, 748.6401542023451, 1543.5164643936591
193, 850.1625277665801, 745.0294267999016, 9889.592686363983
194, 850.1711295085316, 748.1447529662527, 1085.0093317163505
195, 851.1750107223797, 746.3513738562898, 1356.3221427403685
196, 868.2174796352805, 746.7660558549421, 28299.208550135216
197, 869.1954979864252, 745.6176604022193, 688.2696137959815
198, 1571.3179959379263, 743.8407110647502, 19786.028917442767
199, 1573.3535347664842, 748.3798637218888, 1955.2332646228047
200, 1572.3307704521362, 747.5550512507482, 13678.138684200945
201, 1572.289787424711, 746.4454386364467, 831.6228279804357
202, 1593.297048549589, 748.7682898305238, 23182.179578777912
203, 1595.3059569356135, 747.2335724032746, 1223.9065786572944
204, 1595.2804615986634, 744.8290445330091, 4349.215255823788
205, 1612.3290316809055, 744.5820536360005, 19879.102927635715
206, 1614.3677361869013, 748.5235998647124, 1441.294953173583
207, 1613.3516710034933, 747.8357340496475, 12830.040297517251
208, 1613.3248390715783, 746.855927465618, 916.9174512857793
209, 1614.3663480449761, 750.053349174338, 4503.970519509948
210, 97.52871712111732, 662.7684136291416, 6217.2627100897225
211, 109.53562212226652, 662.8936076170677, 7606.662230131284
212, 177.0248172004246, 667.1686772659533, 5705.636896551693
213, 199.02290178861858, 663.6416347195138, 6742.500346970195
214, 209.09172390193436, 664.4402570293153, 6699.831060699606
215, 218.08689164970295, 661.6837829982752, 6737.960277435621
216, 240.043661621389, 664.2155180871432, 6954.367484986136
217, 259.10177960711843, 664.6485169015691, 6983.174860298088
218, 353.0892079303759, 669.139468691271, 7995.965657800046
219, 375.0615384753848, 663.4992108728653, 5528.863309821535
220, 394.10037580434533, 660.3610884946764, 4259.061057207716
221, 221.558305649529, 1420.6792827382835, 6635.770492350889
222, 222.08865488320737, 1419.7422881807106, 25.685265177773545
223, 230.0974441759182, 1419.7901190688324, 6497.287522089218
224, 230.5985477937357, 1421.4597623023892, 2015.2180589223199
225, 242.58761096312742, 1418.5568780265025, 1396.4455861240433
226, 262.59391026399345, 1419.5315603754461, 5909.620182777939
227, 263.1021349306185, 1420.5548616840758, 1133.9041524308798
228, 442.14654569754, 1418.5253105118545, 8041.6981006956
229, 443.1512218487611, 1416.080497599488, 2410.9535519743463
230, 460.1774139220199, 1419.1839811080513, 211.0378546982272
231, 465.13262782233045, 1420.617994839628, 1887.1424996143924
232, 474.1534973314667, 1419.38670804519, 8073.671113329328
233, 483.2021284190007, 1419.271078663, 9887.25233290776
234, 505.1484606138252, 1419.791400760104, 9589.811600867717
235, 524.2233625399065, 1416.0895999441816, 5816.034329162523
236, 883.2580231321018, 1418.6626939671894, 7214.918279245471
237, 884.3022363901213, 1415.9612414391852, 2721.3709719347726
238, 906.2870552220735, 1421.7717074180384, 3263.8129250150673
239, 925.3256901861976, 1421.862146082221, 2017.717102981465
240, 87.51877968565286, 734.494357498185, 4236.3137518055155
241, 96.05968291891173, 735.2103943646945, 6204.948191786657
242, 107.5402830677361, 733.5568771742909, 51252.51132940063
243, 108.04499616780323, 729.8785683944578, 6964.119832550107
244, 128.04932109621103, 734.4479697136518, 50772.65075853962
245, 128.5333671538233, 732.5911911438278, 10257.389670675788
246, 174.0761409217974, 734.7801745139544, 7296.240828393288
247, 190.1106613595662, 734.3050384523392, 53212.12743196963
248, 191.08795305592662, 735.3775334067354, 6586.537998180361
249, 195.03907034275957, 734.8216603756968, 51870.009270793504
250, 196.05990806084628, 732.9098689172232, 5555.175057475712
251, 205.0787864449796, 733.9257343085561, 53356.480099546876
